RegionName,Ciudad,Estado,Precio_Actual,Clasificacion,Confianza_%,Crecimiento_2025_%,Asequibilidad,Vacancia_%,Impulso_Mercado_%
55079,Stacy,MN,400927,Estable,99.2,4.1,3.4,1.4,-4.7
14870,Painted Post,NY,205693,Estable,99.2,3.9,2.2,5.3,-5.7
68528,Lincoln,NE,270518,Estable,99.2,3.6,3.4,2.3,-7.4
19095,Wyncote,PA,447102,Estable,99.2,4.3,3.7,5.0,-4.2
19506,Bernville,PA,382114,Estable,99.2,5.9,3.4,1.3,-5.9
28690,Valdese,NC,240818,Estable,99.2,4.5,3.2,3.7,-7.6
36345,Headland,AL,221764,Estable,99.2,5.0,2.9,5.6,-4.5
50273,Winterset,IA,291639,Estable,99.2,6.4,3.3,2.1,-4.1
50321,Des Moines,IA,347431,Estable,99.2,3.8,4.2,2.7,-6.1
3304,Bow,NH,580447,Estable,99.2,4.7,3.2,0.6,-6.4
27371,Troy,NC,184559,Estable,99.2,4.5,2.7,10.3,-8.5
43617,Toledo,OH,314432,Estable,99.2,4.6,2.2,1.7,-3.4
18034,Center Valley,PA,540868,Estable,99.2,4.2,3.6,0.8,-4.5
49087,Schoolcraft,MI,335251,Estable,99.2,5.5,3.2,3.7,-3.2
27313,Pleasant Garden,NC,297539,Estable,99.2,3.6,3.5,4.5,-5.9
66217,Shawnee,KS,559767,Estable,99.2,4.6,5.6,3.2,-3.9
14085,Lake View,NY,339976,Estable,99.2,5.3,2.5,1.1,-6.0
61010,Byron,IL,249962,Estable,99.2,5.7,2.6,3.2,-5.0
21154,Street,MD,514552,Estable,99.2,4.7,4.7,4.2,-2.0
21875,Delmar,MD,294639,Estable,99.2,4.2,3.5,3.5,-5.2
56367,Rice,MN,336405,Estable,99.2,4.0,3.0,3.0,-5.1
10920,Congers,NY,655314,Estable,99.2,3.4,4.1,0.8,-3.3
50548,Humboldt,IA,173150,Estable,99.2,2.9,2.3,2.2,-5.1
15330,Eighty Four,PA,390030,Estable,99.2,3.9,3.3,4.5,-3.6
19070,Morton,PA,355612,Estable,99.2,3.2,3.9,0.3,-2.7
54025,Somerset,WI,401621,Estable,99.2,5.2,3.8,2.9,-3.7
19127,Philadelphia,PA,336585,Estable,99.2,3.8,3.2,3.1,-1.9
21120,Parkton,MD,623598,Estable,99.2,3.8,3.6,0.4,-1.6
21161,Whitehall,MD,536388,Estable,99.2,3.9,4.9,1.3,-2.3
17554,Mountville,PA,327163,Estable,99.2,3.6,3.1,1.2,-5.6
1226,Dalton,MA,331276,Estable,99.2,4.1,3.6,2.9,-5.7
21084,Jarrettsville,MD,526024,Estable,99.2,3.2,4.2,0.6,-3.1
18947,Pipersville,PA,643232,Estable,99.2,6.0,4.4,3.3,-6.3
16828,Centre Hall,PA,321507,Estable,99.2,3.0,4.0,2.7,-2.5
17578,Stevens,PA,366781,Estable,99.2,4.2,4.2,1.0,-5.4
54456,Neillsville,WI,187886,Estable,99.2,3.6,2.6,9.7,-4.0
48626,Hemlock,MI,225768,Estable,99.2,5.6,2.5,0.4,-4.7
30739,Rock Spring,GA,318033,Estable,99.2,4.7,4.0,1.9,-8.2
16142,New Wilmington,PA,258775,Estable,99.2,3.3,3.0,3.4,-1.8
52172,Waukon,IA,216640,Estable,99.2,6.0,3.0,4.5,-4.0
10516,Cold Spring,NY,692691,Estable,99.2,5.1,4.5,5.6,-2.6
17519,East Earl,PA,408214,Estable,99.2,5.2,3.9,1.6,-5.1
89820,Battle Mountain,NV,270264,Estable,99.2,4.2,3.6,4.4,-4.8
67456,Lindsborg,KS,220486,Estable,99.2,4.6,2.9,5.1,-3.8
23181,West Point,VA,321371,Estable,99.2,5.8,3.1,4.2,-7.1
21826,Fruitland,MD,250900,Estable,99.2,4.1,3.6,2.8,-6.6
36260,Oxford,AL,168049,Estable,99.2,5.8,2.8,4.8,-3.8
3044,Fremont,NH,510731,Estable,99.2,5.0,3.6,0.8,-5.6
56055,Lake Crystal,MN,266168,Estable,99.2,5.4,3.0,2.0,-6.9
13733,Bainbridge,NY,161142,Estable,99.2,5.7,2.5,6.1,-6.2
56549,Hawley,MN,379100,Estable,99.2,4.0,3.5,2.4,-6.6
5477,Richmond,VT,542335,Estable,99.2,5.4,4.2,4.4,-3.4
23124,New Kent,VA,417962,Estable,99.2,4.5,3.0,1.3,-4.7
17520,East Petersburg,PA,336819,Estable,99.2,4.6,3.5,0.0,-4.1
19541,Mohrsville,PA,356079,Estable,99.2,5.8,3.1,1.7,-4.7
17501,Akron,PA,320247,Estable,99.2,5.6,3.8,1.5,-4.0
46573,Wakarusa,IN,291352,Estable,99.2,4.1,3.4,3.3,-6.8
46765,,IN,374812,Estable,99.2,5.2,3.2,1.2,-5.6
17856,New Columbia,PA,238746,Estable,99.2,4.4,2.3,2.3,-2.7
20776,Harwood,MD,738282,Estable,99.2,5.4,5.6,1.6,-1.7
44264,Peninsula,OH,402395,Estable,99.2,4.6,3.2,5.0,-4.7
54023,Roberts,WI,402361,Estable,99.2,4.3,3.4,0.8,-2.8
68037,Louisville,NE,334933,Estable,99.2,3.6,3.3,2.8,-7.1
24574,Monroe,VA,287191,Estable,99.2,5.2,3.9,6.2,-2.6
50109,Granger,IA,369419,Estable,99.2,4.1,2.7,5.0,-5.9
19505,Bechtelsville,PA,320308,Estable,99.2,4.7,3.0,0.9,-2.9
17535,Gap,PA,470512,Estable,99.2,6.4,4.0,1.4,-4.5
63055,Labadie,MO,376559,Estable,99.2,4.9,4.5,4.3,-2.8
12154,Schaghticoke,NY,331489,Estable,99.2,5.2,2.7,2.0,-3.0
20733,,MD,436477,Estable,99.2,4.9,3.1,3.6,-2.2
24556,Goode,VA,395812,Estable,99.2,5.9,4.1,2.4,-4.4
17065,Mount Holly Springs,PA,262220,Estable,99.2,5.1,3.0,3.3,-4.3
43107,Bremen,OH,278818,Estable,99.2,6.1,3.3,2.9,-4.2
68748,Madison,NE,205971,Estable,99.2,5.2,2.9,3.9,-6.4
44401,Berlin Center,OH,282518,Estable,99.2,5.3,3.8,2.5,-3.8
98813,Bridgeport,WA,229509,Estable,99.2,4.6,4.2,2.5,-1.0
52253,Lisbon,IA,291787,Estable,99.2,5.3,3.0,1.6,-6.1
61020,Davis Junction,IL,249582,Estable,99.2,4.6,2.4,2.0,-7.0
46390,Wanatah,IN,259799,Estable,99.2,6.1,3.0,3.2,-5.1
55073,Scandia,MN,517478,Estable,99.2,5.0,3.7,1.7,-5.9
68731,Dakota City,NE,231271,Estable,99.2,5.8,2.5,0.8,-5.9
38255,Sharon,TN,142896,Estable,99.2,6.6,3.1,6.1,-8.7
56024,Eagle Lake,MN,323238,Estable,99.2,5.2,3.1,1.1,-6.5
66535,Saint George,KS,341376,Estable,99.2,5.8,4.2,7.1,-4.5
1542,Leicester,MA,484694,Estable,99.2,4.9,4.0,0.2,-4.2
54412,Auburndale,WI,250695,Estable,99.2,4.8,2.9,5.2,-4.9
48460,New Lothrop,MI,235202,Estable,99.2,3.4,2.7,2.3,-2.0
68002,Arlington,NE,358466,Estable,99.2,5.7,3.6,2.2,-6.5
1038,Hatfield,MA,478778,Estable,99.2,4.1,3.9,2.2,-3.1
67050,Garden Plain,KS,311676,Estable,99.2,5.5,2.8,0.9,-3.7
43066,Delaware,OH,401052,Estable,99.2,4.0,3.4,1.2,-3.9
24440,Greenville,VA,316746,Estable,99.2,5.3,6.7,3.3,-3.7
68430,Roca,NE,592539,Estable,99.2,4.9,4.4,0.2,-5.9
31829,Upatoi,GA,366535,Estable,99.2,4.3,2.8,0.0,-6.0
60941,Herscher,IL,240182,Estable,99.2,4.8,2.4,4.2,-5.4
50629,Fairbank,IA,250764,Estable,99.2,4.7,2.3,3.2,-7.1
1354,Gill,MA,358259,Estable,99.2,5.3,3.5,0.9,-3.5
68065,Valparaiso,NE,372478,Estable,99.2,4.4,3.5,1.9,-7.3
51030,Lawton,IA,334658,Estable,99.2,6.2,3.8,4.8,-4.1
55751,Iron,MN,212336,Estable,99.2,3.2,2.7,6.5,-4.2
27973,Shawboro,NC,379188,Estable,99.2,5.8,4.0,5.1,-3.8
61006,Ashton,IL,167429,Estable,99.2,4.6,2.1,4.2,-1.5
64746,,MO,278333,Estable,99.2,5.3,3.3,3.2,-6.1
55019,Dundas,MN,381373,Estable,99.2,4.2,3.1,1.2,-4.2
51575,Treynor,IA,339780,Estable,99.2,6.3,2.6,1.1,-4.2
44404,,OH,188132,Estable,99.2,5.1,3.7,1.6,-5.1
45174,Terrace Park,OH,714845,Estable,99.2,5.8,3.1,2.2,-2.2
68428,Raymond,NE,548521,Estable,99.2,6.2,4.4,2.8,-4.7
68404,Martell,NE,496944,Estable,99.2,6.0,4.7,0.0,-4.4
60961,Reddick,IL,229872,Estable,99.2,4.4,3.5,5.5,-4.4
52315,Newhall,IA,235924,Estable,99.2,3.8,2.9,4.5,-4.5
23433,Suffolk,VA,510687,Estable,99.2,6.4,3.0,2.0,-3.7
68336,Davey,NE,448424,Estable,99.2,5.0,4.7,0.3,-6.2
45388,Yorkshire,OH,316889,Estable,99.2,5.4,3.3,0.6,-6.7
46110,Boggstown,IN,306353,Estable,99.2,5.8,4.1,0.0,-6.1
60029,Golf,IL,1108967,Estable,99.2,5.0,4.2,1.1,-4.5
3852,Milton,NH,390138,Estable,99.2,4.7,3.6,0.0,-7.6
52337,Stanwood,IA,165234,Estable,99.2,5.5,2.3,4.2,-4.8
40062,Saint Francis,KY,205468,Estable,99.2,6.2,3.6,0.0,-7.4
13861,West Oneonta,NY,206395,Estable,99.2,4.6,3.3,5.6,-4.7
18035,Cherryville,PA,441993,Estable,99.2,4.6,3.6,0.0,-6.1
56356,New Munich,MN,203543,Estable,99.2,3.9,2.1,0.0,-5.4
1093,Whately,MA,491746,Estable,99.2,4.6,3.6,2.0,-3.4
56369,Rockville,MN,255664,Estable,99.2,5.2,2.8,2.4,-6.2
10466,New York,NY,608561,Estable,99.1,5.0,8.6,1.4,-0.8
23464,Virginia Beach,VA,389474,Estable,99.1,4.4,3.9,0.9,-1.6
20906,Silver Spring,MD,444490,Estable,99.1,4.0,4.5,1.7,-0.9
2301,Brockton,MA,505397,Estable,99.1,4.9,6.2,1.9,-3.0
23462,Virginia Beach,VA,310518,Estable,99.1,4.8,4.0,2.3,-2.0
43081,Westerville,OH,345792,Estable,99.1,4.2,3.5,1.9,-5.3
11706,Bay Shore,NY,623908,Estable,99.1,5.3,4.9,3.1,-1.4
21740,Hagerstown,MD,286458,Estable,99.1,5.6,4.2,3.3,-3.3
23322,Chesapeake,VA,525841,Estable,99.1,6.3,3.6,0.9,-3.8
93436,Lompoc,CA,576770,Estable,99.1,4.7,6.7,1.4,-5.5
23454,Virginia Beach,VA,441866,Estable,99.1,5.3,4.0,1.9,-1.9
93063,Simi Valley,CA,855914,Estable,99.1,4.2,6.3,0.8,-3.4
63021,Ballwin,MO,373682,Estable,99.1,4.7,3.0,1.4,-3.2
43229,Columbus,OH,267339,Estable,99.1,4.6,4.5,2.8,-7.2
41042,Florence,KY,270343,Estable,99.1,3.9,3.4,1.6,-6.8
42701,Elizabethtown,KY,263947,Estable,99.1,5.5,3.6,3.0,-6.0
63366,O Fallon,MO,352801,Estable,99.1,3.3,3.3,1.2,-6.5
90638,La Mirada,CA,866391,Estable,99.1,3.7,7.1,0.7,-3.5
23185,Williamsburg,VA,444183,Estable,99.1,5.7,3.8,5.9,-4.3
60586,Plainfield,IL,375615,Estable,99.1,5.4,2.7,0.2,-3.6
21043,Ellicott City,MD,632456,Estable,99.1,4.2,4.1,1.6,-2.7
45238,Cincinnati,OH,212923,Estable,99.1,4.1,2.9,2.3,-4.2
56560,Moorhead,MN,275098,Estable,99.1,3.9,3.7,2.1,-5.2
40356,Nicholasville,KY,302179,Estable,99.1,4.7,3.6,2.1,-4.8
7726,Manalapan Township,NJ,755640,Estable,99.1,5.5,4.6,1.0,-4.9
63026,Fenton,MO,334490,Estable,99.1,4.4,3.2,1.8,-3.3
8080,Sewell,NJ,416187,Estable,99.1,4.9,3.0,0.7,-5.1
54703,Eau Claire,WI,278763,Estable,99.1,5.5,3.6,2.5,-3.8
14224,Buffalo,NY,275995,Estable,99.1,4.9,3.2,2.0,-4.7
21220,Middle River,MD,324996,Estable,99.1,3.8,3.8,4.1,-4.1
63033,,MO,194796,Estable,99.1,6.7,2.8,3.4,-7.9
46383,Valparaiso,IN,336180,Estable,99.1,3.8,4.1,2.7,-5.0
19426,Collegeville,PA,560261,Estable,99.1,4.0,3.4,1.1,-7.0
90808,Long Beach,CA,1005668,Estable,99.1,4.1,6.9,1.5,-2.8
27295,Lexington,NC,273132,Estable,99.1,4.0,3.8,2.9,-7.1
48060,Port Huron,MI,165020,Estable,99.1,4.7,2.9,3.5,-3.5
2138,Cambridge,MA,1137627,Estable,99.1,3.9,8.8,5.0,-0.3
40515,Lexington,KY,359946,Estable,99.1,4.6,3.9,2.1,-5.3
65109,Jefferson City,MO,258157,Estable,99.1,5.8,3.2,2.7,-7.5
43213,Whitehall,OH,213769,Estable,99.1,3.8,3.6,3.3,-5.9
36301,Dothan,AL,177375,Estable,99.1,6.6,3.3,6.0,-4.9
45103,Batavia,OH,315708,Estable,99.1,3.4,3.6,1.4,-5.9
56301,Saint Cloud,MN,299515,Estable,99.1,4.6,4.0,2.6,-6.9
50315,Des Moines,IA,192756,Estable,99.1,5.5,2.8,3.3,-3.5
99507,Anchorage,AK,387400,Estable,99.1,3.1,3.4,3.2,-1.7
17112,Harrisburg,PA,342070,Estable,99.1,4.6,3.1,0.8,-5.9
23220,Richmond,VA,432727,Estable,99.1,4.6,6.8,4.1,0.4
61704,Bloomington,IL,307118,Estable,99.1,6.5,2.9,2.6,-7.0
44145,Westlake,OH,392059,Estable,99.1,4.9,3.2,3.5,-3.3
21212,Baltimore,MD,327543,Estable,99.1,3.7,3.2,2.9,-2.7
46544,Mishawaka,IN,192005,Estable,99.1,5.7,3.0,3.4,-5.4
46342,Hobart,IN,232241,Estable,99.1,4.2,2.9,3.0,-6.5
12020,Ballston Spa,NY,404304,Estable,99.1,5.9,3.6,3.8,-3.6
93654,Reedley,CA,376421,Estable,99.1,4.5,5.2,1.3,-6.3
20886,Montgomery Village,MD,385940,Estable,99.1,4.6,3.6,2.1,-3.4
68134,Omaha,NE,252760,Estable,99.1,3.3,3.4,3.3,-5.4
41051,Independence,KY,315030,Estable,99.1,4.0,2.9,1.0,-6.5
22602,Winchester,VA,410032,Estable,99.1,4.1,3.8,1.2,-6.4
20721,Bowie,MD,589363,Estable,99.1,4.0,3.3,0.9,-4.3
40004,Bardstown,KY,249629,Estable,99.1,5.5,3.5,2.2,-6.0
74501,McAlester,OK,143119,Estable,99.1,5.6,2.4,6.5,-5.3
49428,Jenison,MI,342721,Estable,99.1,4.9,3.4,0.7,-6.2
63028,Festus,MO,284645,Estable,99.1,3.9,3.4,2.3,-2.5
2324,Bridgewater,MA,612341,Estable,99.1,5.7,4.8,1.6,-1.9
53562,Middleton,WI,598811,Estable,99.1,5.9,5.5,1.5,-3.2
58554,Mandan,ND,321503,Estable,99.1,4.0,3.6,4.6,-3.0
98271,Marysville,WA,582048,Estable,99.1,5.8,5.4,3.0,-5.4
67207,Wichita,KS,233756,Estable,99.1,5.8,3.1,4.6,-5.4
53072,Village of Pewaukee,WI,514656,Estable,99.1,4.3,5.0,2.1,-4.2
45240,Forest Park,OH,237136,Estable,99.1,5.3,3.1,0.6,-4.2
17201,Chambersburg,PA,242285,Estable,99.1,3.9,3.7,2.1,-4.1
63379,Troy,MO,290931,Estable,99.1,3.6,3.1,0.8,-6.0
40422,Danville,KY,235728,Estable,99.1,6.7,3.5,3.3,-7.6
55902,Rochester,MN,451772,Estable,99.1,3.8,3.8,2.4,-6.2
20720,Bowie,MD,581363,Estable,99.1,3.2,3.4,0.7,-4.1
44663,New Philadelphia,OH,187343,Estable,99.1,5.3,2.7,2.2,-1.5
1832,Haverhill,MA,502156,Estable,99.1,5.9,5.4,1.6,-2.0
41005,Burlington,KY,314881,Estable,99.1,3.7,2.9,1.7,-7.4
49316,Gaines,MI,411384,Estable,99.1,5.5,3.7,0.9,-6.0
14072,Grand Island,NY,368494,Estable,99.1,4.7,3.2,0.8,-6.5
21037,Edgewater,MD,562706,Estable,99.1,5.2,3.9,3.6,-2.8
29206,Columbia,SC,359616,Estable,99.1,5.5,3.6,4.5,-3.1
45224,Cincinnati,OH,206614,Estable,99.1,4.4,3.2,1.9,-2.7
54913,Appleton,WI,440071,Estable,99.1,5.6,3.9,0.6,-5.4
44116,Rocky River,OH,367661,Estable,99.1,4.8,3.5,3.2,-1.7
40160,Radcliff,KY,206480,Estable,99.1,6.1,3.1,4.0,-6.7
45255,Cincinnati,OH,326440,Estable,99.1,3.2,3.3,1.4,-4.2
55345,Minnetonka,MN,511762,Estable,99.1,3.3,3.4,1.9,-4.7
93203,Arvin,CA,294161,Estable,99.1,6.1,5.3,1.2,-5.8
60432,Joliet,IL,203144,Estable,99.1,5.4,2.8,4.2,-2.9
48134,Flat Rock,MI,287522,Estable,99.1,4.2,3.0,1.2,-2.8
99516,Anchorage,AK,644251,Estable,99.1,3.9,3.7,1.5,-2.5
49002,Portage,MI,261119,Estable,99.1,4.1,3.4,3.7,-5.4
24523,Bedford,VA,259634,Estable,99.1,4.5,3.3,5.4,-4.3
23508,Norfolk,VA,374570,Estable,99.1,3.5,4.6,2.9,-2.6
19422,Blue Bell,PA,637537,Estable,99.1,3.7,3.8,1.2,-6.3
25414,Charles Town,WV,402026,Estable,99.1,6.1,3.6,2.3,-4.6
14830,Corning,NY,171317,Estable,99.1,3.6,2.2,4.4,-5.2
75602,Longview,TX,129830,Estable,99.1,4.5,2.2,6.3,-3.8
60430,Homewood,IL,238701,Estable,99.1,5.9,2.4,1.8,-7.3
60805,Evergreen Park,IL,267665,Estable,99.1,5.7,2.6,1.9,-5.6
44001,Amherst,OH,258774,Estable,99.1,5.7,2.6,1.6,-5.3
21409,Annapolis,MD,577316,Estable,99.1,3.7,3.7,1.4,-2.6
16046,Mars,PA,513264,Estable,99.1,3.6,3.4,1.6,-5.0
28312,Fayetteville,NC,265595,Estable,99.1,3.9,3.6,4.2,-6.5
91901,Alpine,CA,946527,Estable,99.1,4.0,7.2,1.1,-4.0
56377,Sartell,MN,329244,Estable,99.1,3.8,3.7,0.6,-6.6
56379,Sauk Rapids,MN,287348,Estable,99.1,3.7,3.7,2.1,-6.2
21076,Hanover,MD,535007,Estable,99.1,3.2,3.6,1.1,-5.4
1748,Hopkinton,MA,922667,Estable,99.1,4.6,4.0,1.4,-5.2
55371,Princeton,MN,356176,Estable,99.1,3.5,3.7,2.2,-5.5
60455,Bridgeview,IL,290786,Estable,99.1,3.3,4.1,3.5,-3.8
68114,Omaha,NE,301991,Estable,99.1,3.1,3.8,0.8,-5.4
17070,New Cumberland,PA,274445,Estable,99.1,5.6,2.7,1.2,-3.6
21201,Baltimore,MD,220803,Estable,99.1,4.2,4.5,4.3,-2.1
2171,Quincy,MA,703003,Estable,99.1,3.0,6.1,3.0,-0.7
19440,Hatfield,PA,468366,Estable,99.1,3.3,4.2,1.3,-5.3
26330,Bridgeport,WV,295749,Estable,99.1,4.5,3.2,4.4,-3.7
48230,Grosse Pointe Park,MI,451630,Estable,99.1,3.0,3.2,2.8,-2.8
20816,Bethesda,MD,1255548,Estable,99.1,4.9,5.1,1.8,-4.9
60417,Crete,IL,285527,Estable,99.1,5.8,2.8,2.7,-4.3
35213,Mountain Brook,AL,799030,Estable,99.1,4.0,4.5,1.7,-5.9
63050,Hillsboro,MO,300718,Estable,99.1,5.0,3.4,4.0,-3.9
17517,Denver,PA,363600,Estable,99.1,4.4,3.3,1.7,-5.4
70739,Greenwell Springs,LA,288751,Estable,99.1,2.8,2.6,1.8,-4.0
72801,Russellville,AR,170427,Estable,99.1,3.1,3.7,5.1,-4.5
10538,Larchmont,NY,1493381,Estable,99.1,6.0,7.2,1.7,-3.4
46814,Fort Wayne,IN,441532,Estable,99.1,3.6,2.9,1.6,-6.4
48836,Fowlerville,MI,306373,Estable,99.1,4.9,3.2,1.4,-2.9
18964,Souderton,PA,439972,Estable,99.1,3.9,4.2,2.0,-5.0
46303,Cedar Lake,IN,324168,Estable,99.1,3.4,3.8,4.5,-6.0
41094,Walton,KY,332677,Estable,99.1,3.8,3.4,1.2,-7.2
1907,Swampscott,MA,802912,Estable,99.1,5.0,5.6,2.2,-1.9
31032,Gray,GA,270130,Estable,99.1,5.3,3.4,3.6,-7.3
72212,Little Rock,AR,365740,Estable,99.1,4.2,2.9,0.9,-5.4
6608,Bridgeport,CT,269321,Estable,99.1,5.6,5.4,3.3,-7.4
2333,East Bridgewater,MA,571209,Estable,99.1,5.4,3.9,0.8,-2.2
98446,Clover Creek,WA,549727,Estable,99.1,4.6,5.1,2.5,-5.5
20841,Germantown,MD,841435,Estable,99.1,4.1,4.2,2.1,-3.9
36078,Tallassee,AL,180194,Estable,99.1,5.2,2.5,5.8,-4.6
14411,Albion,NY,168461,Estable,99.1,3.3,2.8,5.1,-3.1
60458,Justice,IL,279932,Estable,99.1,4.1,4.2,2.8,-3.1
18938,New Hope,PA,871560,Estable,99.1,4.3,5.0,2.4,-5.8
77461,Needville,TX,351533,Estable,99.1,4.2,3.7,2.2,-7.0
60415,Chicago Ridge,IL,219897,Estable,99.1,2.8,2.8,3.8,-1.8
53717,Madison,WI,488923,Estable,99.1,5.4,4.5,0.7,-3.6
50677,Waverly,IA,262032,Estable,99.1,4.5,2.9,2.9,-3.7
12095,Johnstown,NY,195530,Estable,99.1,5.3,2.6,4.3,-4.2
44119,Cleveland,OH,130683,Estable,99.1,5.5,2.5,5.9,-5.2
17566,Quarryville,PA,393704,Estable,99.1,5.1,4.9,0.9,-4.8
10307,New York,NY,795879,Estable,99.1,3.4,5.5,1.7,-4.3
18080,Slatington,PA,316885,Estable,99.1,5.8,3.8,2.5,-4.1
39272,Byram,MS,208948,Estable,99.1,4.9,2.6,3.7,-8.3
25428,Inwood,WV,304423,Estable,99.1,5.8,3.4,1.8,-7.6
8048,Lumberton Township,NJ,468928,Estable,99.1,5.4,3.6,1.9,-4.5
18031,Breinigsville,PA,468111,Estable,99.1,4.2,3.9,3.5,-5.7
46561,Osceola,IN,271267,Estable,99.1,5.1,2.9,1.2,-6.5
56374,Saint Joseph,MN,318330,Estable,99.1,5.1,3.7,2.1,-5.3
18071,Palmerton,PA,250633,Estable,99.1,5.6,3.2,2.1,-6.1
64137,Kansas City,MO,212249,Estable,99.1,3.2,3.0,4.3,-5.6
12188,Waterford,NY,361771,Estable,99.1,4.6,3.8,2.5,-2.8
21787,Taneytown,MD,388016,Estable,99.1,5.3,4.0,1.4,-2.0
73026,Norman,OK,319825,Estable,99.1,4.1,3.0,2.1,-7.2
98329,Gig Harbor,WA,599863,Estable,99.1,4.6,5.2,1.7,-5.1
73078,Piedmont,OK,328751,Estable,99.1,4.2,3.1,0.6,-6.9
6071,Somers,CT,443338,Estable,99.1,5.1,3.3,1.5,-2.4
29040,Dalzell,SC,210102,Estable,99.1,6.1,2.9,3.4,-4.2
56721,East Grand Forks,MN,270637,Estable,99.1,4.3,3.0,2.5,-2.6
24522,Appomattox,VA,260462,Estable,99.1,4.2,3.9,4.0,-5.7
48040,Marysville,MI,218200,Estable,99.1,5.5,2.8,2.5,-2.4
66218,Shawnee,KS,459333,Estable,99.1,3.2,2.9,0.5,-6.8
14059,Elma,NY,392838,Estable,99.1,3.4,3.6,1.8,-6.2
39170,Terry,MS,252515,Estable,99.1,4.8,3.4,4.6,-5.2
53555,Lodi,WI,455338,Estable,99.1,5.9,3.7,7.7,-3.5
48144,Lambertville,MI,289407,Estable,99.1,5.4,2.7,0.7,-1.9
72173,Vilonia,AR,251508,Estable,99.1,5.2,3.0,3.6,-5.4
50201,Nevada,IA,233599,Estable,99.1,2.8,2.6,2.7,-4.5
27048,Stoneville,NC,207708,Estable,99.1,3.9,3.2,3.2,-1.5
1833,Georgetown,MA,739235,Estable,99.1,5.2,4.2,0.8,-1.4
19343,Glenmoore,PA,635683,Estable,99.1,5.1,3.6,1.8,-6.4
15332,Finleyville,PA,229872,Estable,99.1,3.6,3.1,2.5,-1.4
66007,Basehor,KS,421384,Estable,99.1,4.3,3.6,0.1,-6.7
24550,Evington,VA,277812,Estable,99.1,3.5,3.7,4.0,-3.5
35474,Moundville,AL,223563,Estable,99.1,4.8,2.6,3.7,-5.2
1568,Upton,MA,703009,Estable,99.1,5.2,3.8,0.9,-3.4
98589,Tenino,WA,508512,Estable,99.1,4.8,5.3,2.3,-5.4
55947,La Crescent,MN,338711,Estable,99.1,5.3,3.6,3.3,-6.3
67110,Mulvane,KS,229974,Estable,99.1,6.1,2.8,2.4,-4.1
2874,North Kingstown,RI,802655,Estable,99.1,6.7,4.5,4.2,-6.7
3264,Plymouth,NH,359097,Estable,99.1,6.3,4.1,7.6,-8.3
2379,West Bridgewater,MA,571357,Estable,99.1,4.7,4.1,1.0,-2.2
16870,Port Matilda,PA,414779,Estable,99.1,3.0,3.3,2.4,-3.9
23140,Providence Forge,VA,425998,Estable,99.1,5.0,3.9,2.1,-2.8
43162,West Jefferson,OH,259287,Estable,99.1,3.6,3.2,1.8,-5.9
19012,Cheltenham,PA,386531,Estable,99.1,4.3,3.0,1.1,-6.3
19533,Leesport,PA,342689,Estable,99.1,6.0,3.2,0.6,-4.9
11786,Shoreham,NY,715499,Estable,99.1,4.7,4.0,0.9,-4.2
48357,Highland,MI,380272,Estable,99.1,5.4,3.7,2.3,-5.3
68152,Omaha,NE,331194,Estable,99.1,3.6,3.6,0.6,-6.1
17538,Salunga,PA,418040,Estable,99.1,5.0,3.8,0.5,-4.7
27051,Walkertown,NC,256589,Estable,99.1,5.0,3.2,5.1,-6.8
20759,Fulton,MD,970300,Estable,99.1,3.6,3.5,0.0,-3.6
63780,Scott City,MO,160867,Estable,99.1,4.9,2.1,4.1,-4.2
21152,Sparks Glencoe,MD,504263,Estable,99.1,3.2,3.9,0.2,-2.4
45817,Bluffton,OH,251189,Estable,99.1,4.7,2.8,2.4,-2.8
52310,Monticello,IA,214397,Estable,99.1,6.2,2.5,3.4,-4.0
46635,South Bend,IN,244571,Estable,99.1,6.0,2.7,3.6,-6.5
26181,Washington,WV,217566,Estable,99.1,4.9,2.5,4.0,-4.3
19076,Prospect Park,PA,282879,Estable,99.1,4.5,3.9,2.0,-3.8
60484,University Park,IL,180303,Estable,99.1,4.5,2.6,3.7,-6.6
46280,Carmel,IN,319852,Estable,99.1,4.1,3.4,3.5,-7.7
12018,Averill Park,NY,353943,Estable,99.1,6.0,2.5,4.1,-6.0
24422,Clifton Forge,VA,140611,Estable,99.1,4.5,2.7,11.3,-3.8
1747,Hopedale,MA,526732,Estable,99.1,5.5,4.0,2.5,-2.1
75693,White Oak,TX,239287,Estable,99.1,4.2,2.6,6.0,-5.9
21017,Belcamp,MD,284141,Estable,99.1,3.0,2.6,0.0,-6.1
27583,Timberlake,NC,302578,Estable,99.1,3.5,3.6,1.0,-6.8
73141,Midwest City,OK,147522,Estable,99.1,4.7,2.1,7.4,-8.7
52040,Dyersville,IA,262041,Estable,99.1,6.2,3.1,1.7,-4.3
73538,Elgin,OK,280037,Estable,99.1,3.5,3.1,2.8,-6.6
35456,Cottondale,AL,163151,Estable,99.1,3.4,3.0,6.9,-4.2
21111,Monkton,MD,697773,Estable,99.1,3.6,4.8,1.0,-3.5
18641,Dupont,PA,183319,Estable,99.1,4.4,2.3,5.5,-4.4
24563,Hurt,VA,175351,Estable,99.1,6.0,3.5,9.9,-6.8
55320,,MN,359461,Estable,99.1,4.7,3.0,2.1,-5.5
12871,Schuylerville,NY,310972,Estable,99.1,5.5,3.3,4.2,-3.4
