RegionName,Ciudad,Estado,Precio_Actual,Clasificacion,Confianza_%,Crecimiento_2025_%,Asequibilidad,Vacancia_%,Impulso_Mercado_%,Latitude,Longitude
62558,Pawnee,IL,170693,Alto Potencial,96.8,6.0,1.9,4.2,3.3,39.6086,-89.5678
49056,Grand Junction,MI,210680,Alto Potencial,96.8,8.7,3.2,17.0,-1.4,42.3761,-86.0541
38683,Walnut,MS,142812,Alto Potencial,96.8,9.8,3.7,13.5,-3.5,34.9527,-88.9053
47665,Owensville,IN,212673,Alto Potencial,96.8,7.8,2.8,2.2,-2.6,38.2744,-87.7091
22027,Dunn Loring,VA,1299617,Alto Potencial,96.8,7.0,4.6,1.9,-0.7,38.8954,-77.2214
48835,Fowler,MI,288320,Alto Potencial,96.8,7.5,3.2,2.5,-2.2,42.9941,-84.76
36276,Wadley,AL,156475,Alto Potencial,96.8,10.4,3.0,7.9,-1.1,33.1492,-85.5513
65734,Fairview,MO,216504,Alto Potencial,96.8,11.2,3.5,4.6,-6.5,36.8069,-93.9164
66451,Lyndon,KS,204346,Alto Potencial,96.8,10.0,2.3,5.6,-6.1,38.6356,-95.6802
47637,Tennyson,IN,233002,Alto Potencial,96.8,7.7,3.0,6.6,0.9,38.1232,-87.1388
61369,Toluca,IL,89715,Alto Potencial,96.8,7.3,1.1,11.4,-2.2,41.0046,-89.1348
56180,Walnut Grove,MN,148447,Alto Potencial,96.8,10.7,2.1,7.4,-5.8,44.2294,-95.4965
47369,Pennville,IN,154249,Alto Potencial,96.8,8.0,4.0,2.5,-2.5,40.5082,-85.1492
66070,Ozawkie,KS,234513,Alto Potencial,96.8,8.8,2.6,10.4,-4.0,39.2136,-95.4404
13494,Woodgate,NY,261834,Alto Potencial,96.8,8.4,2.3,138.5,-1.6,43.5249,-75.1428
95118,San Jose,CA,1644453,Alto Potencial,96.7,8.9,9.4,1.9,-0.6,37.2568,-121.8896
47331,Connersville,IN,148159,Alto Potencial,96.7,9.1,2.3,6.2,-6.5,39.6435,-85.1464
44104,Cleveland,OH,73361,Alto Potencial,96.7,13.2,2.6,6.4,5.2,41.4809,-81.6245
11030,Manhasset,NY,2043765,Alto Potencial,96.7,8.6,7.4,2.8,-1.1,40.7934,-73.6888
95130,San Jose,CA,2110971,Alto Potencial,96.7,12.2,11.1,2.0,1.5,37.2886,-121.9818
8065,Palmyra,NJ,296956,Alto Potencial,96.7,7.3,2.9,1.7,-3.0,,
12754,Liberty,NY,244454,Alto Potencial,96.7,15.0,3.3,11.1,-6.0,41.7962,-74.7484
44021,Burton,OH,276872,Alto Potencial,96.7,7.0,3.1,3.3,-2.2,41.4527,-81.1526
13346,Hamilton,NY,300216,Alto Potencial,96.7,7.0,3.9,8.4,-0.7,42.8231,-75.5434
37387,Tracy City,TN,195154,Alto Potencial,96.7,7.7,2.9,6.6,-1.1,35.2721,-85.7362
2825,Foster,RI,524243,Alto Potencial,96.7,8.1,4.1,1.3,-2.9,,
66434,Hiawatha,KS,155585,Alto Potencial,96.7,10.0,1.8,8.1,-6.6,39.7914,-95.6004
61910,Arcola,IL,143810,Alto Potencial,96.7,6.9,1.5,1.7,-0.4,39.687,-88.3037
46065,Rossville,IN,278020,Alto Potencial,96.7,9.3,3.1,2.8,-3.4,40.4109,-86.608
72611,Alpena,AR,222746,Alto Potencial,96.7,10.2,4.9,10.9,1.1,36.2998,-93.2792
12059,East Berne,NY,324909,Alto Potencial,96.7,6.8,2.8,22.7,-1.1,42.6191,-74.0555
66865,Olpe,KS,289662,Alto Potencial,96.7,8.9,2.5,5.1,-6.9,38.2578,-96.1891
51430,Arcadia,IA,225364,Alto Potencial,96.7,8.3,2.8,6.4,-4.5,42.0573,-95.0371
46759,Keystone,IN,243929,Alto Potencial,96.7,9.2,3.6,0.0,-2.5,40.5897,-85.2767
66429,Grantville,KS,230171,Alto Potencial,96.7,8.3,3.0,0.0,-3.7,39.0972,-95.5397
10988,Unionville,NY,331042,Alto Potencial,96.7,8.1,2.7,1.9,-3.9,41.302,-74.5615
47361,Mount Summit,IN,143357,Alto Potencial,96.7,9.3,1.9,0.0,-5.3,40.0042,-85.3851
98224,Gold Bar,WA,483008,Alto Potencial,96.7,10.0,4.9,80.7,1.2,47.7671,-121.4814
95129,San Jose,CA,2579036,Alto Potencial,96.6,12.4,11.7,2.2,-0.1,37.3066,-122.0002
60089,Buffalo Grove,IL,413536,Alto Potencial,96.6,6.6,2.8,1.2,-0.8,42.1598,-87.9644
7753,Neptune Township,NJ,551407,Alto Potencial,96.6,8.2,5.0,2.4,-2.1,,
7050,Orange,NJ,463079,Alto Potencial,96.6,7.8,7.5,2.6,-1.7,,
92612,Irvine,CA,1189976,Alto Potencial,96.6,13.4,9.8,5.4,1.0,33.6607,-117.8264
7840,Hackettstown,NJ,474075,Alto Potencial,96.6,7.3,3.8,0.7,-1.3,,
67114,Newton,KS,164228,Alto Potencial,96.6,8.4,2.1,3.9,-4.8,38.0451,-97.3435
60656,Chicago,IL,340354,Alto Potencial,96.6,6.6,3.4,1.6,2.8,41.9735,-87.8658
48341,Pontiac,MI,144565,Alto Potencial,96.6,7.5,2.8,4.8,-2.0,42.6294,-83.3041
53575,Oregon,WI,477409,Alto Potencial,96.6,7.1,3.8,1.3,-2.1,42.9295,-89.387
12206,Albany,NY,200437,Alto Potencial,96.6,7.9,4.5,15.0,-1.5,42.6683,-73.7744
40906,Barbourville,KY,153069,Alto Potencial,96.6,10.2,6.0,9.1,-4.1,36.8665,-83.8888
10044,New York,NY,929188,Alto Potencial,96.6,12.3,7.5,7.2,3.6,40.7618,-73.9505
47586,Tell City,IN,177802,Alto Potencial,96.6,9.0,2.7,2.6,-5.1,37.9655,-86.7457
39111,Magee,MS,159520,Alto Potencial,96.6,9.0,3.4,8.5,-2.2,31.8495,-89.7503
54874,,WI,258599,Alto Potencial,96.6,8.0,2.8,5.0,-0.5,46.5688,-91.9352
26542,Masontown,WV,161721,Alto Potencial,96.6,8.0,2.5,6.1,-3.6,39.5731,-79.7906
37307,Benton,TN,254281,Alto Potencial,96.6,8.5,2.9,7.1,-5.2,35.173,-84.6544
23944,Kenbridge,VA,137456,Alto Potencial,96.6,9.3,2.3,13.3,-6.3,36.933,-78.1242
38773,Shaw,MS,113959,Alto Potencial,96.6,12.1,3.7,8.8,10.4,33.6021,-90.7746
43521,Fayette,OH,154558,Alto Potencial,96.6,7.1,2.4,3.7,4.0,41.6717,-84.325
44840,Jeromesville,OH,268467,Alto Potencial,96.6,8.3,3.0,2.4,-4.8,40.8134,-82.1861
40142,Guston,KY,237711,Alto Potencial,96.6,9.0,2.6,2.6,-5.5,37.8951,-86.2155
47952,,IN,167857,Alto Potencial,96.6,8.1,2.7,6.9,-3.9,40.0174,-87.2569
56026,Ellendale,MN,286156,Alto Potencial,96.6,7.1,2.6,1.6,-2.6,43.8826,-93.3195
31560,Screven,GA,194707,Alto Potencial,96.6,10.2,4.0,4.4,2.1,31.5168,-82.0397
67749,Oberlin,KS,103475,Alto Potencial,96.6,10.4,1.9,8.0,-7.5,39.8275,-100.5314
74878,Wanette,OK,200153,Alto Potencial,96.6,9.3,2.5,6.7,-6.1,34.9983,-97.0419
29481,Smoaks,SC,152758,Alto Potencial,96.6,10.8,2.7,8.6,10.5,33.0963,-80.813
53806,Cassville,WI,177052,Alto Potencial,96.6,8.3,2.6,13.7,-3.9,42.7288,-90.9608
67671,Victoria,KS,204232,Alto Potencial,96.6,9.5,2.4,1.8,-3.2,38.8589,-99.1391
14864,Millport,NY,159385,Alto Potencial,96.6,9.0,2.2,1.4,-3.6,42.2581,-76.8392
1071,Russell,MA,332698,Alto Potencial,96.6,6.8,2.7,7.2,-1.1,,
56475,Randall,MN,247698,Alto Potencial,96.6,8.2,3.6,6.6,-4.2,46.0734,-94.5005
54820,Brule,WI,234512,Alto Potencial,96.6,9.8,2.7,18.9,-4.7,46.5763,-91.5539
22736,Fredericksburg,VA,468517,Alto Potencial,96.6,7.2,3.6,3.8,0.4,38.3924,-77.7195
58759,Max,ND,166903,Alto Potencial,96.6,7.8,1.8,3.5,0.4,47.8156,-101.2932
42069,Melber,KY,193852,Alto Potencial,96.6,10.4,3.8,2.4,-5.8,36.9197,-88.752
45894,Venedocia,OH,203228,Alto Potencial,96.6,7.1,2.4,0.7,-2.2,40.7685,-84.462
55370,Plato,MN,339956,Alto Potencial,96.6,7.5,2.5,3.3,-2.5,44.7657,-94.0506
41204,Boons Camp,KY,110083,Alto Potencial,96.6,9.0,2.1,8.1,-6.1,37.8216,-82.6704
46117,Charlottesville,IN,259838,Alto Potencial,96.6,8.2,4.0,0.0,-3.6,39.8388,-85.6258
66830,,KS,259646,Alto Potencial,96.6,8.9,3.9,8.3,-4.5,38.6393,-96.1017
16430,North Springfield,PA,190392,Alto Potencial,96.6,7.9,1.4,28.0,-2.8,41.9999,-80.4258
24442,West Augusta,VA,341428,Alto Potencial,96.6,11.9,3.8,162.9,1.7,38.2946,-79.4353
89158,Las Vegas,NV,541660,Alto Potencial,96.6,8.8,3.3,77.1,2.2,36.175,-115.1372
73567,Sterling,OK,159941,Alto Potencial,96.6,10.2,2.5,4.8,-4.4,34.7496,-98.1679
92647,Huntington Beach,CA,1199427,Alto Potencial,96.5,7.6,9.4,1.7,-1.5,33.721,-118.0033
14701,Jamestown,NY,117666,Alto Potencial,96.5,8.3,2.0,6.3,-5.2,42.0928,-79.244
60565,Naperville,IL,556094,Alto Potencial,96.5,6.7,3.0,1.4,-0.5,41.7328,-88.1282
6111,Newington,CT,348332,Alto Potencial,96.5,6.7,2.9,1.9,0.7,,
8611,Trenton,NJ,190192,Alto Potencial,96.5,16.4,2.8,2.4,-3.1,,
1854,Lowell,MA,478759,Alto Potencial,96.5,6.8,5.7,2.0,-0.1,,
11701,Amityville,NY,598453,Alto Potencial,96.5,8.3,4.7,1.8,-1.4,40.6842,-73.4171
60013,Cary,IL,352440,Alto Potencial,96.5,7.9,2.7,1.1,-3.9,42.2196,-88.2426
22180,Vienna,VA,1030570,Alto Potencial,96.5,7.2,5.0,1.4,2.1,38.8935,-77.2532
47803,Terre Haute,IN,168906,Alto Potencial,96.5,7.8,2.5,3.0,-3.1,39.4657,-87.354
7932,Florham Park,NJ,931710,Alto Potencial,96.5,6.8,5.4,2.8,2.1,,
6073,Glastonbury,CT,617334,Alto Potencial,96.5,7.0,2.8,0.9,-1.0,,
6259,Pomfret Center,CT,443332,Alto Potencial,96.5,8.4,3.6,2.3,-2.8,,
18092,Zionsville,PA,467311,Alto Potencial,96.5,7.3,3.7,0.0,-2.3,40.4734,-75.5261
49034,Climax,MI,247532,Alto Potencial,96.5,6.8,3.0,1.8,-1.5,42.234,-85.3238
45845,Fort Loramie,OH,298987,Alto Potencial,96.5,7.7,2.9,0.9,-3.2,40.3306,-84.3741
12138,Petersburg,NY,247012,Alto Potencial,96.5,7.4,2.8,17.3,-2.7,42.7495,-73.3401
48414,Bancroft,MI,202215,Alto Potencial,96.5,7.1,2.8,2.0,0.4,42.882,-84.1207
47990,Waynetown,IN,193744,Alto Potencial,96.5,8.8,2.8,3.3,-4.8,40.0858,-87.0512
55959,,MN,300579,Alto Potencial,96.5,7.4,3.8,8.0,-2.3,44.0832,-91.7418
21545,Mount Savage,MD,121737,Alto Potencial,96.5,8.0,1.9,9.4,-3.4,39.6991,-78.8739
41719,Hazard,KY,87809,Alto Potencial,96.5,12.0,2.4,12.4,-8.3,37.2983,-83.2544
47125,Hardinsburg,IN,203146,Alto Potencial,96.5,8.3,2.9,7.5,-3.0,38.4626,-86.318
45672,Ray,OH,180563,Alto Potencial,96.5,7.0,2.8,4.0,7.7,39.2077,-82.6908
62554,Oreana,IL,159208,Alto Potencial,96.5,6.1,1.5,3.3,2.3,39.9351,-88.8547
65462,Edgar Springs,MO,204319,Alto Potencial,96.5,9.9,3.1,10.7,-3.3,37.7365,-91.8906
50020,Anita,IA,152563,Alto Potencial,96.5,7.4,2.0,4.2,-3.1,41.45,-94.7794
45863,Middle Point,OH,162730,Alto Potencial,96.5,7.4,2.3,6.7,-0.6,40.8993,-84.4541
67732,Brewster,KS,149492,Alto Potencial,96.5,10.1,2.1,6.0,-7.2,39.3655,-101.373
54653,Rockland,WI,294577,Alto Potencial,96.5,7.4,3.7,3.6,-2.5,43.9064,-90.9193
22743,Etlan,VA,393938,Alto Potencial,96.5,8.2,3.6,19.6,-3.3,38.4972,-78.3229
60156,Lake in the Hills,IL,353793,Alto Potencial,96.4,7.7,2.6,0.9,-2.9,42.1817,-88.3304
6519,New Haven,CT,264473,Alto Potencial,96.4,9.9,5.0,5.0,-5.0,,
69341,Gering,NE,193957,Alto Potencial,96.4,7.0,2.5,3.3,-2.4,41.822,-103.6629
54487,Tomahawk,WI,272747,Alto Potencial,96.4,8.8,3.2,29.3,-3.9,45.4963,-89.7273
52349,Vinton,IA,218429,Alto Potencial,96.4,6.9,2.7,4.3,-2.2,42.1743,-91.9892
49013,Bangor,MI,177484,Alto Potencial,96.4,7.8,2.8,5.8,-1.1,42.3312,-86.1311
8525,Hopewell,NJ,658246,Alto Potencial,96.4,8.1,3.7,2.5,-2.4,,
29474,Round O,SC,238239,Alto Potencial,96.4,8.5,5.2,18.6,0.3,32.9405,-80.5739
58545,,ND,239262,Alto Potencial,96.4,8.0,3.0,12.3,1.3,47.3271,-101.6107
67637,Ellis,KS,158701,Alto Potencial,96.4,8.2,2.1,4.2,-3.0,38.9471,-99.5285
13646,Hammond,NY,167081,Alto Potencial,96.4,7.0,2.2,58.4,-1.0,44.4502,-75.6727
44859,Nova,OH,283925,Alto Potencial,96.4,8.8,2.9,0.0,-5.0,41.0282,-82.3384
54004,Clayton,WI,263428,Alto Potencial,96.4,9.2,3.7,8.2,-5.4,45.3063,-92.1395
38345,Huron,TN,201153,Alto Potencial,96.4,9.2,3.6,17.8,-5.1,35.6144,-88.5195
49747,Hubbard Lake,MI,227081,Alto Potencial,96.4,7.8,3.0,36.5,0.9,44.8947,-83.6059
65032,Eugene,MO,289406,Alto Potencial,96.4,8.9,4.1,3.1,-4.9,38.3424,-92.3823
64643,Hale,MO,265673,Alto Potencial,96.4,8.9,4.1,13.5,-4.5,39.5953,-93.3445
66845,Cottonwood Falls,KS,125027,Alto Potencial,96.4,8.5,2.4,7.7,-5.0,38.3565,-96.5418
47339,Economy,IN,214242,Alto Potencial,96.4,9.4,4.2,3.8,-2.9,39.9781,-85.088
46150,Manilla,IN,221355,Alto Potencial,96.4,10.8,3.3,8.8,-3.4,39.5742,-85.6194
82213,Glendo,WY,325670,Alto Potencial,96.4,9.5,4.2,28.7,-2.6,42.5004,-105.0
95148,San Jose,CA,1552496,Alto Potencial,96.3,9.2,8.2,0.6,-1.1,37.3304,-121.7913
60014,Crystal Lake,IL,342045,Alto Potencial,96.3,7.7,2.9,1.0,-3.3,42.2308,-88.3324
40218,Louisville,KY,201683,Alto Potencial,96.3,6.7,3.2,2.7,0.6,38.189,-85.654
6705,Waterbury,CT,252709,Alto Potencial,96.3,9.9,3.7,3.9,-5.8,,
60104,Bellwood,IL,237109,Alto Potencial,96.3,7.9,2.8,2.0,-3.9,41.8825,-87.8786
74010,,OK,189502,Alto Potencial,96.3,9.4,3.1,5.8,-1.6,35.8209,-96.3758
41144,,KY,142730,Alto Potencial,96.3,7.8,2.3,5.5,-3.3,38.5368,-82.9191
46777,Ossian,IN,248618,Alto Potencial,96.3,8.0,3.2,2.1,-4.2,40.8806,-85.157
21727,Emmitsburg,MD,352912,Alto Potencial,96.3,7.3,3.4,2.4,-0.1,39.694,-77.3357
56215,Benson,MN,170983,Alto Potencial,96.3,8.9,2.6,5.6,-5.4,45.3129,-95.5766
29918,Estill,SC,118214,Alto Potencial,96.3,10.3,3.0,8.2,-5.3,32.7375,-81.2178
53038,Johnson Creek,WI,387335,Alto Potencial,96.3,7.0,3.6,0.6,-1.7,43.0751,-88.7836
45118,Fayetteville,OH,303874,Alto Potencial,96.3,6.9,2.9,7.7,-1.8,39.1862,-83.9501
44402,Bristolville,OH,218955,Alto Potencial,96.3,7.7,2.6,5.2,-3.5,41.3797,-80.8568
61048,,IL,188128,Alto Potencial,96.3,8.8,1.9,2.4,-6.3,42.3791,-89.8253
54171,Sobieski,WI,447128,Alto Potencial,96.3,9.2,3.2,1.1,-4.1,44.7105,-88.1076
52046,Farley,IA,288263,Alto Potencial,96.3,7.7,2.6,1.1,-2.7,42.4451,-91.0083
53183,Wales,WI,525234,Alto Potencial,96.3,7.4,4.2,2.2,-1.3,43.0088,-88.3787
46785,Saint Joe,IN,280675,Alto Potencial,96.3,8.7,3.5,3.6,-3.0,41.324,-84.9043
66080,Richmond,KS,209743,Alto Potencial,96.3,9.3,1.9,3.6,-6.2,38.4074,-95.2489
14720,Celoron,NY,98791,Alto Potencial,96.3,13.3,1.8,3.5,-3.4,42.1095,-79.2831
47116,Eckerty,IN,183412,Alto Potencial,96.3,10.8,4.2,44.5,-5.8,38.3185,-86.6059
66948,Concordia,KS,96147,Alto Potencial,96.3,10.1,1.2,5.7,7.0,39.6021,-97.8631
67751,Park,KS,125255,Alto Potencial,96.3,13.8,1.8,7.1,-8.7,39.0788,-100.3469
7307,Jersey City,NJ,728759,Alto Potencial,96.2,8.5,7.9,3.4,1.7,,
60504,Aurora,IL,334708,Alto Potencial,96.2,6.9,3.0,2.6,-1.9,41.7523,-88.2453
8332,Millville,NJ,246337,Alto Potencial,96.2,10.1,3.1,2.2,-4.4,,
11793,Wantagh,NY,765206,Alto Potencial,96.2,6.6,4.0,1.1,0.9,40.685,-73.5103
53546,La Prairie,WI,294462,Alto Potencial,96.2,7.4,3.5,1.9,-2.6,42.6683,-89.0025
48125,Dearborn Heights,MI,156022,Alto Potencial,96.2,7.3,2.3,2.6,-3.0,42.2768,-83.2606
48505,Flint,MI,31413,Alto Potencial,96.2,10.5,0.8,17.6,-1.8,43.0634,-83.7001
64507,Saint Joseph,MO,152808,Alto Potencial,96.2,7.5,2.2,4.6,-3.0,39.7551,-94.8173
46534,Knox,IN,211330,Alto Potencial,96.2,8.3,3.0,11.7,-4.8,41.2809,-86.6082
49306,Belmont,MI,450935,Alto Potencial,96.2,9.0,3.8,0.5,-3.3,43.075,-85.5632
36312,Ashford,AL,186770,Alto Potencial,96.2,9.3,3.0,7.0,-3.7,31.1888,-85.2535
25438,Ranson,WV,306699,Alto Potencial,96.2,8.2,3.2,3.5,-3.7,39.2995,-77.8606
60071,Richmond,IL,353688,Alto Potencial,96.2,7.3,4.0,6.4,-2.1,42.4669,-88.29
11709,Bayville,NY,798033,Alto Potencial,96.2,7.0,4.8,3.3,1.2,40.9074,-73.5601
16426,Mc Kean,PA,279139,Alto Potencial,96.2,6.8,3.1,2.1,-1.0,41.999,-80.1473
58474,Oakes,ND,175958,Alto Potencial,96.2,12.7,2.5,3.0,1.6,46.1095,-98.2257
43516,Deshler,OH,167347,Alto Potencial,96.2,6.9,1.8,1.2,0.0,41.2239,-83.8964
46539,Mentone,IN,195617,Alto Potencial,96.2,7.6,2.2,2.5,-2.7,41.1615,-86.0299
71958,Murfreesboro,AR,154587,Alto Potencial,96.2,7.9,2.8,19.5,-3.9,34.1017,-93.7109
13473,Turin,NY,180976,Alto Potencial,96.2,7.6,1.6,10.8,-3.7,43.6441,-75.4132
24946,Hillsboro,WV,153923,Alto Potencial,96.2,8.7,2.2,37.3,-6.1,38.1109,-80.2641
93239,Huron,CA,193625,Alto Potencial,96.2,10.2,3.6,0.0,-6.4,36.0083,-119.9618
38361,Morris Chapel,TN,178176,Alto Potencial,96.2,8.7,3.1,10.8,-5.0,35.3026,-88.3176
68864,Palmer,NE,275241,Alto Potencial,96.2,8.2,3.0,5.6,-3.0,41.1788,-98.2411
47848,Dugger,IN,120659,Alto Potencial,96.2,8.5,1.9,10.2,-6.0,39.0691,-87.2599
82212,Fort Laramie,WY,247454,Alto Potencial,96.2,10.2,3.4,3.8,-7.2,42.2133,-104.5226
14742,Greenhurst,NY,201318,Alto Potencial,96.1,17.9,3.6,43.3,-3.2,42.1205,-79.3096
1702,Framingham,MA,555277,Alto Potencial,96.1,6.9,6.0,1.6,0.9,,
46619,South Bend,IN,124505,Alto Potencial,96.1,8.6,2.2,4.6,-6.3,41.6674,-86.3153
74354,Miami,OK,130165,Alto Potencial,96.1,11.9,2.4,5.7,-8.2,36.8764,-94.8719
41143,Grayson,KY,172682,Alto Potencial,96.1,10.7,3.2,6.1,-7.2,38.3326,-82.9485
41164,Olive Hill,KY,146780,Alto Potencial,96.1,12.5,2.4,8.8,-10.5,38.3001,-83.1741
40336,Irvine,KY,129385,Alto Potencial,96.1,8.9,2.8,6.0,-5.4,37.6858,-83.9862
41040,Falmouth,KY,197705,Alto Potencial,96.1,8.3,3.4,7.7,-3.8,38.6643,-84.3451
37033,Centerville,TN,231340,Alto Potencial,96.1,8.8,3.6,5.8,-5.1,35.7797,-87.4775
66713,Baxter Springs,KS,113875,Alto Potencial,96.1,12.6,1.6,5.8,-10.4,37.0281,-94.7393
39044,,MS,173073,Alto Potencial,96.1,8.1,2.3,6.9,0.4,32.0016,-89.9672
23837,Courtland,VA,280860,Alto Potencial,96.1,9.0,4.3,1.5,-3.2,36.7225,-77.0783
3861,Lee,NH,590181,Alto Potencial,96.1,8.2,3.5,5.0,-3.9,,
37317,Turtletown,TN,205381,Alto Potencial,96.1,6.8,2.4,10.5,-0.2,35.0207,-84.3748
23102,Maidens,VA,524766,Alto Potencial,96.1,6.6,3.9,1.7,2.2,37.7126,-77.8315
45130,Hamersville,OH,235241,Alto Potencial,96.1,6.8,2.2,4.8,-0.5,38.92,-83.9931
31606,Valdosta,GA,226739,Alto Potencial,96.1,9.4,4.6,6.0,-4.0,30.7989,-83.1891
93516,Boron,CA,173559,Alto Potencial,96.1,14.4,2.1,9.6,-8.8,35.0037,-117.6629
44643,Magnolia,OH,221071,Alto Potencial,96.1,6.7,3.1,1.2,-0.6,40.6514,-81.3076
48703,Au Gres,MI,135191,Alto Potencial,96.1,11.4,2.0,45.9,-7.2,44.0338,-83.702
40328,Gravel Switch,KY,226661,Alto Potencial,96.1,10.1,4.5,22.3,-4.5,37.5758,-85.0824
47585,Stendal,IN,203778,Alto Potencial,96.1,7.7,3.1,7.4,-2.1,38.2835,-87.1205
68415,Odell,NE,234691,Alto Potencial,96.1,7.6,2.5,8.2,-3.7,40.0451,-96.8019
23032,Church View,VA,263825,Alto Potencial,96.1,6.9,2.5,0.0,-0.6,37.675,-76.6629
54850,La Pointe,WI,366042,Alto Potencial,96.1,9.3,4.3,184.5,3.7,46.8467,-90.6036
2895,Woonsocket,RI,379388,Alto Potencial,96.0,7.6,5.5,4.6,-2.0,,
16509,Erie,PA,247776,Alto Potencial,96.0,7.7,3.1,2.3,-3.0,42.0763,-80.0668
38106,Memphis,TN,61206,Alto Potencial,96.0,17.4,1.8,11.5,-8.8,35.1021,-90.033
11436,New York,NY,631614,Alto Potencial,96.0,8.3,6.7,1.5,-1.5,40.6763,-73.7966
61938,Mattoon,IL,113840,Alto Potencial,96.0,6.1,1.8,4.7,3.8,39.4802,-88.3762
11021,Great Neck,NY,1002352,Alto Potencial,96.0,7.5,7.4,3.0,1.3,40.7867,-73.727
44017,Berea,OH,225703,Alto Potencial,96.0,6.7,2.7,1.9,-1.1,41.3676,-81.8618
41031,Cynthiana,KY,210555,Alto Potencial,96.0,8.5,2.9,4.0,-3.4,38.3964,-84.2949
47960,Monticello,IN,223343,Alto Potencial,96.0,7.4,3.3,22.5,-1.3,40.7626,-86.755
8620,Trenton,NJ,453236,Alto Potencial,96.0,6.8,3.5,0.8,-1.5,,
48875,Portland,MI,271218,Alto Potencial,96.0,7.1,2.6,1.7,-1.7,42.8624,-84.9139
62231,,IL,164466,Alto Potencial,96.0,6.9,1.8,7.6,-0.7,38.6066,-89.3805
65066,Owensville,MO,215605,Alto Potencial,96.0,9.7,3.1,10.6,-8.0,38.3511,-91.4867
8551,Ringoes,NJ,702311,Alto Potencial,96.0,6.8,4.0,1.8,-1.0,,
3071,New Ipswich,NH,455051,Alto Potencial,96.0,8.4,3.9,3.7,-5.2,,
40437,Hustonville,KY,187217,Alto Potencial,96.0,8.5,3.2,3.6,-5.5,37.4595,-84.8528
8242,Rio Grande,NJ,413326,Alto Potencial,96.0,8.7,3.6,5.7,-3.4,,
62265,New Baden,IL,209471,Alto Potencial,96.0,7.9,2.1,2.4,-1.4,38.5315,-89.6922
38052,Middleton,TN,172586,Alto Potencial,96.0,8.6,2.9,6.7,-3.7,35.0818,-88.9046
61019,Davis,IL,244978,Alto Potencial,96.0,8.1,2.1,7.3,-5.3,42.4422,-89.4067
30669,,GA,172731,Alto Potencial,96.0,6.8,2.4,10.9,1.5,33.6345,-83.0879
72952,Rudy,AR,241559,Alto Potencial,96.0,9.7,3.9,3.7,-2.4,35.5468,-94.2913
30452,,GA,295318,Alto Potencial,96.0,7.9,4.5,3.3,-2.2,32.3382,-81.8728
41045,Ghent,KY,182281,Alto Potencial,96.0,8.9,2.8,10.1,-7.0,38.7188,-85.0557
44611,Big Prairie,OH,250550,Alto Potencial,96.0,8.1,3.7,0.0,-3.2,40.6188,-82.072
67108,Mount Hope,KS,222439,Alto Potencial,96.0,7.6,2.2,5.3,-1.8,37.8684,-97.6591
47385,Spiceland,IN,192884,Alto Potencial,96.0,9.3,1.6,3.5,-5.1,39.8271,-85.445
58042,Harwood,ND,358381,Alto Potencial,96.0,10.9,2.5,3.3,-3.2,46.9565,-96.9654
47141,Marysville,IN,293579,Alto Potencial,96.0,7.4,2.7,0.0,-0.7,38.5856,-85.6436
47922,Brook,IN,162377,Alto Potencial,96.0,6.5,2.2,3.3,4.3,40.8655,-87.3527
47992,Westpoint,IN,352855,Alto Potencial,96.0,7.8,2.8,0.0,1.4,40.3581,-87.0575
56152,,MN,147442,Alto Potencial,96.0,7.4,1.8,6.4,-2.7,44.2378,-95.2739
37023,Big Rock,TN,239470,Alto Potencial,96.0,8.2,3.2,6.8,-1.4,36.5716,-87.7378
21856,Quantico,MD,266957,Alto Potencial,96.0,7.5,3.1,11.8,-2.6,38.3339,-75.7851
55982,Waltham,MN,275291,Alto Potencial,96.0,8.0,2.1,1.0,-3.7,43.807,-92.8734
6790,Torrington,CT,281697,Alto Potencial,95.9,8.3,3.2,5.4,-4.0,,
60102,Algonquin,IL,387272,Alto Potencial,95.9,7.6,2.6,0.9,-4.2,42.1641,-88.3064
8109,Merchantville,NJ,330018,Alto Potencial,95.9,7.4,3.3,2.1,-2.8,,
40342,Lawrenceburg,KY,242587,Alto Potencial,95.9,8.7,3.0,2.8,-5.8,38.0189,-84.9299
8015,Browns Mills,NJ,319946,Alto Potencial,95.9,7.4,3.4,3.5,-2.7,,
46975,Rochester,IN,197967,Alto Potencial,95.9,8.9,2.8,7.2,-6.1,41.0655,-86.231
54409,Antigo,WI,161107,Alto Potencial,95.9,7.3,2.6,6.3,-1.3,45.1314,-89.1419
25813,Beaver,WV,187249,Alto Potencial,95.9,8.1,2.9,5.8,-4.2,37.7516,-81.0731
7630,Emerson,NJ,729955,Alto Potencial,95.9,7.5,4.1,0.0,2.3,,
56085,,MN,227979,Alto Potencial,95.9,7.1,2.9,5.5,-2.1,44.2821,-94.7273
47018,Dillsboro,IN,290589,Alto Potencial,95.9,7.4,3.9,3.6,-2.4,38.9962,-85.055
29435,Cottageville,SC,233799,Alto Potencial,95.9,7.6,4.1,8.0,-2.5,32.9612,-80.4794
30624,Bowman,GA,205608,Alto Potencial,95.9,8.4,2.7,2.0,-4.4,34.1919,-83.0284
38925,Winona,MS,149432,Alto Potencial,95.9,12.2,3.7,15.5,-5.2,33.5632,-89.6419
37852,Robbins,TN,163548,Alto Potencial,95.9,9.5,4.0,6.8,-3.5,36.3527,-84.5904
